Feature_1,Feature_2,Feature_3,Feature_4,Target
-0.013837746,-0.689727774,-0.493122822,1.443632003,0
0.813205187,-0.27896293,-0.279760168,0.790371896,2
0.570612997,0.968184661,-0.331308383,-0.612236735,0
-0.82541053,2.949094425,1.244679581,-1.351074366,0
0.481866062,0.547264797,0.548883835,-0.254955794,0
0.327879524,0.085893006,-2.219300373,-0.229799631,2
0.175211419,2.985259003,0.367481665,-0.313529686,1
0.482687887,0.42009449,0.606850593,2.056543565,0
0.473632077,-0.92638113,0.555512646,-0.918686511,0
-0.295089914,0.975816719,0.918454444,-1.245717376,0
-0.709579855,-1.258504911,-0.21701705,-0.308482788,2
0.432959825,-1.377617501,-0.564774004,1.021383295,2
-1.585983312,-1.879924385,1.870965175,0.389614177,0
0.534629086,-2.635747739,0.003375507,0.327821173,2
-1.013895952,0.085687161,-0.925424626,0.255383756,2
-0.408100839,-0.995815395,0.651136242,0.858451117,0
0.038237995,-1.448591415,-0.299676648,-0.050204617,2
-1.111967026,1.464177239,0.996858773,0.280636404,2
0.372105473,0.389159196,-0.053120653,1.223568882,2
-0.625677287,-1.319247195,-0.202980637,-0.800038564,2
1.237438135,-0.457301655,-0.042823381,0.058022735,2
-2.246889334,-0.606700295,0.211283692,1.200078956,0
-1.876552706,0.619711446,-0.635362389,-1.189666659,0
-0.184525358,-0.604744665,-2.205566057,0.897066197,2
0.651521991,-1.13768567,-0.201491534,-0.006521315,2
0.668340489,-0.734173799,0.081995556,0.457280405,2
0.70450654,0.789056687,0.083826628,1.410459145,2
-0.86108791,1.40336997,0.697903273,-0.443044021,0
0.296575545,0.463184795,0.197292266,0.311308673,2
1.071543152,0.190635591,0.941310581,-1.032523904,0
1.80930635,-0.218045895,-0.847633929,-0.652088889,0
-0.784761908,-0.370508099,-1.405567019,0.015618334,2
-0.90775618,1.519283924,0.510792089,1.030580586,0
0.854525227,-1.0919339,0.890247501,0.17183934,2
-1.175594606,-0.895069842,0.597228218,-0.948348004,2
-1.367137806,0.848174213,-1.232523315,0.552299938,2
-0.696771818,0.582026567,0.260442263,-0.538841856,0
-1.962625692,0.349650047,-1.564802771,0.095344199,2
0.679142775,-0.302045499,-0.329447786,0.731870704,2
0.316155957,0.46926759,-1.535572123,0.75678868,2
-1.016683129,-0.244080474,-0.039307288,-0.134496784,2
1.431366782,1.081766728,-1.312219193,0.62206999,2
0.386808521,1.090980425,2.012270446,1.023709546,0
1.045088474,0.144887833,0.023903043,-0.351414236,2
-0.818428666,1.532367725,0.499864124,-1.399306175,0
-2.100026508,0.625508017,0.885231483,-0.592355956,0
1.954157434,-0.505746704,-1.058907587,1.481663402,2
0.003695672,1.011463035,1.341475916,-0.742484233,0
1.230874513,1.685014279,0.56288086,-0.879814354,2
-0.530970898,-0.335137781,0.342337834,1.554160421,2
0.4148655,0.46328853,0.043514669,0.558139515,0
-0.296607459,0.241321935,-1.151014084,0.386323318,2
1.755475698,1.573019725,-0.465805569,-0.150837712,1
-0.451659476,0.195024984,-0.758282069,-1.130615335,2
0.629529584,-0.80431576,0.895355431,-0.631577729,2
0.820344013,-0.033612565,0.454740912,-0.516429644,0
-0.205859431,-0.746578347,-0.176774163,-1.548618299,2
-0.284875493,-0.256179752,-0.241497446,-0.0617642,2
0.874517074,-0.649765227,-1.203200855,-1.042044412,2
-0.351921318,-0.769996066,-1.296116664,-0.456120827,2
0.595029466,-0.557423053,-0.412997822,-0.926698309,2
-0.848428634,0.573127813,-1.785866492,-0.359629672,2
0.183834516,2.693033664,0.349800025,-1.004054597,1
-1.776246333,-0.080599749,-0.833056057,0.915390276,2
-0.116765916,-0.635557841,1.738851352,-0.321242766,2
0.814151762,0.482066727,0.368733147,0.393797298,0
-0.278883394,0.845157971,-0.048897183,-1.405189847,0
1.704105516,1.246891716,-0.062004009,0.951449277,1
-1.703871587,-0.924465988,1.562888769,-0.273993082,0
-0.299838196,1.90413659,1.625958915,2.218780233,0
0.295624489,-1.516642549,1.476934426,-1.167779551,0
-1.097302528,-0.588866827,-0.837262431,-0.607875261,2
-0.548268795,0.833333912,-1.104862793,0.220541427,2
-0.513196365,-0.717918891,-0.230524625,1.179725208,2
-0.531214295,0.483876651,-1.10229215,0.68135951,2
-0.307808471,-0.838585798,-0.886680922,0.534817336,2
-0.637307747,0.458386704,-2.087027019,-0.584617731,2
-0.909683417,-0.936506375,-0.667779556,0.292192728,2
-2.238231233,-2.120700153,-0.606865178,0.457686586,0
-0.499730176,-0.526247857,1.388337778,-0.385021812,0
0.14125714,-2.13056648,0.768207217,0.215396505,2
3.926237706,-2.084112939,1.72469665,-0.287447519,0
-0.045512245,-0.424236333,-0.569832928,0.329508736,0
0.750579168,-0.416194405,-1.130069339,-0.450012858,2
-0.535335087,0.358453618,-0.730956276,0.75792185,2
1.848608833,-0.175563945,0.668654805,0.09806754,2
-0.718832388,0.745005313,-0.194697296,-0.064188177,2
0.252240396,-0.116229043,0.214713183,1.578118058,2
0.869154592,-0.455539526,-0.889240828,0.955300558,2
1.472670676,-0.603980626,-0.229548655,-1.639484163,2
0.996570511,-0.466495379,0.640479795,-0.190503106,2
-1.14769139,0.08520945,-2.991135971,-0.186896158,1
1.205994517,0.777407353,0.466670982,1.521006227,0
1.747363198,0.932191564,-0.236555287,1.135620147,1
-0.824514162,-0.608589723,-0.528977708,-1.056557643,2
-0.2588544,0.352504968,-0.570351366,-1.820603301,2
-1.912254975,-0.068634046,-1.368315039,1.987275999,2
0.105753791,1.263706678,-0.846315977,0.543479379,1
0.264020081,1.2723535,0.732492103,0.288723663,0
-0.960046295,-0.122708934,0.093372374,-1.130203725,2
1.516394055,0.60211832,0.072036861,-0.21220897,0
0.077480519,0.25775254,-1.241760575,0.334176417,2
-1.907807558,-0.860385011,-0.413605533,1.887687657,2
-1.335481569,0.486036289,-1.547303989,1.082691054,2
-0.093636189,1.325796648,-1.287163569,-1.397118185,1
1.038378851,-1.519346075,-2.832155598,-0.451158858,2
1.20026175,-0.463161362,-0.411426607,1.153900734,0
-0.388520775,0.19042389,0.449218721,-0.509806693,0
-2.488327353,-0.658248412,0.453508713,-0.982294034,2
0.446872501,-0.342549201,0.170463771,-0.962732565,0
0.61021617,0.156972961,-0.58653127,0.224216404,2
-2.049941279,1.159074065,-0.336254739,0.425489933,2
-1.371673697,-0.709441002,-0.288548696,-0.783753521,2
-0.856772094,-0.555546779,0.204389032,-1.202149526,0
0.317453261,-0.332860404,-0.093386859,-0.529332112,0
0.321593211,1.754933072,0.018401631,0.225264117,1
-1.269330497,1.702514658,0.202328796,1.631856899,0
1.818061923,0.775155494,0.553040086,0.234024454,0
1.200531658,0.14035987,-1.967069704,-1.117186462,2
0.309998983,-0.056588489,1.21897079,-1.951101864,0
-1.817979225,0.759712295,-0.094458714,0.419609972,0
1.279464932,1.041724664,0.583544303,-0.129517247,0
-0.706892568,0.855555659,1.649480894,1.07061056,0
0.361417317,-1.293141544,0.572390311,0.450603413,0
-1.161783844,-0.283138897,-0.300859747,-1.209476935,2
0.251473609,-0.194269132,-0.7557915,1.048707126,2
-0.483561484,-0.612166917,0.491207665,-0.35802938,0
0.739653152,-1.909356088,1.318302325,0.072680524,0
-0.089234154,-0.037570645,-1.731201303,1.494938227,2
0.44300213,0.951549771,-1.021162458,0.473471899,1
0.846770775,-2.12722742,-0.0990943,-0.602820656,2
0.470044187,-0.707625895,-0.712173864,-0.110665369,2
0.841983695,-0.3692072,-2.906988219,-0.374822057,2
-1.631275815,-1.237426638,0.109408472,1.328640828,2
-0.606503388,0.455904195,-0.45909031,-0.694600369,0
-1.751828807,-0.389923707,0.15805349,-0.09662367,0
-0.945746061,0.608246192,-1.31713192,0.776027914,1
-0.752435237,-1.466785191,-0.501402147,0.975312458,2
0.978422112,0.522142546,-1.103669829,-0.330789224,1
1.330574904,-1.196788646,0.893697689,0.89295387,2
-0.409686593,0.71232216,2.281651837,-0.617641677,0
-1.880010034,0.712712029,-1.883150208,-0.372319053,2
0.185175537,0.425444864,0.222289856,1.278865813,0
-0.676995138,-0.772659445,0.830191812,0.900398588,2
1.183493667,-1.178040867,1.667224112,1.523238622,2
1.781798909,-1.656623208,-0.524448136,-0.735303461,2
-1.05014074,0.757495149,1.370536144,0.6952029,0
-0.987873341,-0.846850966,1.249618905,0.779349004,0
-0.417909546,-2.025807873,-1.070852419,1.911419087,2
0.189479821,1.007443973,-1.254922668,0.184710475,2
0.012499322,2.868403056,-1.668599259,1.05872853,1
0.771920155,0.441307152,-0.733156197,0.228996392,0
0.603247501,0.298158466,0.638660169,1.058118325,0
0.14808942,-0.881068337,-0.712220764,1.18673462,2
-0.238110436,0.046002747,-0.904614375,1.172756845,2
1.941217436,-0.878323077,-0.378007899,0.231445923,2
-0.215667638,-0.87296109,0.881407529,0.721135363,0
1.355442801,1.170198709,0.134296497,0.079597862,1
-0.86170307,0.030031479,-2.152383545,0.876455646,1
1.503419828,-0.330120094,-0.211666982,-0.627733906,2
1.418531345,-2.487808657,1.276965386,0.338023481,0
-1.075312393,1.676393027,-0.94550688,-1.153350511,2
0.338552876,-0.937925577,0.216624975,-1.025752684,2
1.061370965,0.532006199,0.361661061,1.761188125,0
-1.181874125,0.449473913,2.08604705,-1.014759493,0
0.416446038,-0.053904849,-0.98230358,1.121857856,2
0.196131459,-0.90406829,-1.548960525,0.257975981,2
0.475167746,-0.002403841,-0.589271652,-1.092163633,2
0.913771621,-1.545729787,1.589838978,0.574071221,2
-1.342127748,-1.365824155,-0.14896931,0.502784427,2
0.706078914,-0.242681277,-1.026369208,1.230000573,2
1.628468555,-0.28438465,1.590582073,0.67893129,0
-0.519396372,-0.340907877,0.428316692,0.077156496,0
-0.16563141,0.07857703,-2.128734094,0.458168115,2
-1.153332403,-1.687344347,-1.793892498,-1.355447503,2
1.953259138,-0.525879676,0.177750106,0.400481387,2
-0.077443461,-1.195293764,1.450927548,1.807196644,0
-1.024028591,-0.279810342,-0.964537795,0.505965553,2
2.165056068,1.190548594,0.212574031,1.026986263,1
-0.563947488,-0.816217245,0.078143063,0.861636124,2
-1.576996482,-0.802824444,-0.073972864,-0.075665604,2
-1.385987942,0.505589242,1.489113108,2.271449745,0
0.491429453,0.569760357,0.195481732,-0.098845201,2
-2.532246085,0.68206949,0.126177904,-0.222474897,2
-0.674934019,-0.403075989,1.991553302,-0.832061305,0
-0.147025423,0.840734482,0.207802507,-1.292625347,0
-0.607354433,-0.077221045,0.425843659,0.418205756,0
1.063940988,0.252568846,1.384532048,0.444198327,2
0.466545311,1.346225756,0.522250636,-0.097915246,2
0.889037122,0.573744421,-1.276304417,-1.288307617,2
0.145521198,-0.614122565,0.1409827,1.588626928,2
-1.14100851,-0.111508827,-0.804966481,-0.387699916,2
-0.477645583,-1.255135372,-0.127654682,-0.560607637,0
2.052972025,1.088769654,-0.376300725,0.01881905,1
1.695722878,1.897288695,0.156693728,1.023530644,1
-1.336725439,-0.411823369,0.131927967,-0.454547719,0
-0.091399558,-0.080878498,0.05225849,-1.060605066,0
-1.284584266,0.97781555,-2.105646942,1.153590343,2
-0.302180587,-2.603137088,-0.361310562,-0.064184161,2
-0.515218394,1.530195199,0.664927162,-0.924564114,0
-0.327017318,-0.213456779,0.496199187,-0.535316713,2
1.93515404,0.815501022,-0.048088507,-0.183150471,1
1.180640912,-0.627313446,0.045222709,0.051197902,0
-1.372465548,0.322974504,-0.061003972,0.500240469,0
1.220821299,-0.876773781,1.712040284,-1.74763651,0
0.475430683,-0.795557068,0.424393938,1.27951867,0
0.502744807,-2.49327082,-0.965664804,1.629166365,2
-1.173879964,-0.197937729,2.067906338,-1.831682247,0
1.497431683,1.857702344,-0.103431224,-1.239052703,2
1.594442392,0.678946988,-0.812402349,-0.049029341,1
0.330851305,1.451001438,0.879417041,-1.077376077,2
0.31313214,0.687065796,1.466540859,-1.11158025,0
-0.531454551,-1.567859425,0.346709978,2.511556552,0
-0.032280611,0.640542935,0.123078202,-0.113128053,0
0.232786743,-0.756763977,-2.189921705,1.194592221,2
0.051660977,0.229074688,1.074318013,0.224339657,2
-0.297482201,1.311983739,0.320785726,0.194051944,0
0.286955854,-0.831954917,-0.638282727,-0.815375628,2
2.124771403,1.331339062,1.920367502,-1.22289502,0
-1.293507625,-0.695694877,-0.918126983,1.239584006,2
1.068379334,0.60412089,2.303638752,-1.479444223,0
1.14644087,-0.973378838,1.007133336,0.336144963,0
-0.823935487,-0.719109451,2.049812096,0.000682819,0
-0.790899382,-0.779852946,1.081984809,-1.349576212,0
0.034027411,0.111372602,-0.179093285,0.395819781,2
0.734637545,-0.985803809,-0.284155098,1.194762862,2
-1.372859451,0.3514799,-1.978225249,0.046934902,2
-0.947892717,-0.834323045,0.764029782,-1.542801515,0
0.596441138,-0.634285848,-0.235969987,0.74418571,2
0.266818396,-0.339122279,0.370061115,-0.12373268,2
-0.496932025,-0.182568974,-0.989957793,-0.03500761,2
-1.11404645,0.258661148,0.212739776,0.782873735,0
0.408052847,0.550797572,0.444773808,-0.825653683,0
0.364140296,0.007178467,-2.086477658,0.160489624,2
-0.360039269,-0.728077098,0.37334856,0.31237821,2
-1.257868156,0.731380253,0.590422061,-0.142146537,0
1.029457482,0.87231538,-1.143019312,0.820158187,1
0.072874098,0.073196991,-0.150242989,1.191707497,2
-1.119546128,-0.393529856,0.178694717,1.229214784,2
-0.850535279,2.485189917,0.264775311,1.275390738,1
0.533359245,0.839468505,1.218194712,1.057368305,0
-0.315086731,-0.571746042,0.33260751,0.933128072,0
1.065171966,1.452616745,-0.916320919,-0.836920704,1
0.307612668,-0.524567014,1.352202679,0.424066862,0
-1.435909524,-1.315815816,0.28100925,-2.132595626,2
-0.158153844,3.24309297,2.307916251,-0.181449069,0
0.995581514,1.70317261,-1.638029057,-1.786375465,1
0.582737583,0.496873591,1.069771455,-1.199697528,0
0.858014195,-0.828196273,-2.018487864,0.145063746,2
-0.122057132,-0.457848386,-0.159362232,-0.370582762,0
-0.714680677,0.521279905,0.321678541,0.168059806,0
-0.181503162,-2.177065046,0.178476664,1.428857708,0
-0.585927673,0.329106779,1.252842634,-0.448224616,0
-1.968923142,0.103438129,2.04207604,0.277358462,0
0.322082311,-0.011092004,-0.813014372,0.823279916,2
0.017613252,-0.975366027,1.303507932,0.664702745,0
1.001824854,-0.497570838,-0.782003493,-0.759703117,0
0.47154238,-1.831144878,-1.228443831,-2.075588009,2
-0.15032046,-0.326696213,-1.042577695,-1.172233753,2
-0.550551932,0.316358322,-0.885248686,0.181062743,2
0.5861658,-0.412413818,0.25719897,-0.240665175,2
-0.325611052,-0.164335206,0.212093353,-0.9933587,0
-1.388542554,-1.600271105,-1.217282692,0.159462507,2
0.513614464,0.034713749,-1.968504213,0.654975584,2
-0.993862675,0.420191543,-0.856498237,0.097670377,0
-1.793106453,-0.38281719,-0.123728946,-0.397679694,0
-0.399899062,0.269294753,-0.04489303,0.182501031,0
1.171717915,-1.176173337,0.487560297,1.181891093,2
-0.202524227,-0.528297047,1.036087651,-1.422974925,0
-0.397557765,1.237653758,0.379767636,-0.968045759,0
-0.614323144,-0.709788992,0.978889559,-1.371743129,2
0.82822969,1.090861671,-0.462939512,-0.149940719,0
-0.524662407,0.493654848,1.296063062,-1.107156817,0
-0.15129922,-1.395789202,0.591349242,-0.723990332,2
-0.451949372,-0.789338506,-0.007044985,-0.215609579,2
-0.728461622,0.319524671,1.653617268,0.139887233,0
-1.390221925,0.157761439,-1.097368319,-1.476924928,2
1.191899334,0.950015829,0.243004722,-1.53270056,0
0.301700009,0.17553623,-1.843793583,-0.890317848,2
0.53629091,-2.196127821,-0.162123975,0.14304877,2
0.692857584,0.582571319,-0.799940507,-1.908002137,1
1.001631825,1.393454528,0.710549102,0.429340823,0
-0.556118747,-0.130060294,1.669069526,-0.942558006,2
-0.322028154,1.325432109,-1.406815009,0.585904201,1
-1.415267192,0.218534042,1.009471789,-0.844941439,0
-0.091844764,-0.087435329,0.548319628,0.949594571,0
1.855503315,0.224234745,-0.346426506,-1.611567359,2
-0.336386945,0.960304796,0.462483624,-1.179369122,0
0.671531172,1.528031359,0.887503967,0.760846654,0
0.388312005,1.249504901,-1.332777397,-0.349439327,1
0.379153119,1.230222176,-0.596974287,-2.390304367,1
0.913473732,0.537629903,0.428186248,-0.279993302,0
0.515294322,-0.83428181,2.184096733,0.570507208,0
-0.611385247,-0.092944207,-0.239501922,1.116833776,2
-0.731631739,1.890440685,0.049308332,0.768839676,1
0.363115628,0.311109991,-1.889649292,2.01527511,2
-0.397195316,-1.10226974,0.347561614,0.086697699,2
0.191577396,0.506240989,1.447305699,0.568103205,0
1.362562853,1.640614563,3.152056735,-1.123494033,0
-2.082098703,0.553149156,-0.548200298,1.923445795,0
-1.689183038,-0.471263741,-1.975487771,0.751099455,0
0.028457581,-2.07781182,-0.320297805,1.643378156,2
-0.863493605,-0.031203489,0.018016872,0.472630346,0
0.592567274,-2.704391632,-0.629884552,-0.488273842,2
0.022630853,-1.405563054,-0.984993126,0.19868001,2
-0.57912411,-0.48083379,0.696167997,-0.517692573,0
2.169936588,-1.423682637,-1.851842732,0.783589665,2
-0.318237528,-0.781156378,-0.259800141,1.598538112,2
0.862223512,-1.416227056,-1.151153737,-2.839078659,2
0.956703186,0.516946516,-0.221513263,-0.022300284,0
0.204758882,0.765878279,-1.615886787,0.299647688,2
-0.415100289,0.700700612,2.814654444,-0.104342793,0
-0.738057084,0.181251163,0.460271625,0.19484234,0
0.206361771,1.462195939,0.448635765,0.961987189,0
0.749900239,0.279267838,-0.95091073,0.318521005,1
-0.632880275,0.189328307,0.297244273,-1.189232465,2
0.572006278,-0.704728436,-1.537584796,-0.144904579,2
0.113140457,-0.363116661,-2.007456861,-0.388346938,2
0.633661025,-0.698199675,1.678674673,-1.911640551,2
-0.224318971,0.859584872,0.079801484,1.139555536,0
-1.098620425,1.420504287,-0.113480646,0.221558474,2
-1.031955242,0.595490898,-0.589894756,-0.132169356,2
-1.500221861,-0.778837043,1.351072892,0.886191189,0
0.243123459,-0.294242506,1.356583386,-0.200352578,0
1.146030144,-0.777371485,1.558789184,-1.53046141,2
-0.372675584,-0.242698748,-1.890010171,-0.454794717,2
-0.607646345,-0.137310966,0.957791614,0.207603351,0
-1.095519389,-0.88075409,1.798725018,-0.735201035,2
-0.243061199,0.002287936,1.07036516,1.271892422,0
-0.388243054,-0.055920449,0.337957528,0.891303687,0
0.618886298,1.638359732,0.381309612,0.311652856,0
-2.630730137,0.388375729,-0.094824231,-0.514782675,2
-0.060403729,1.127780251,0.086110868,-0.746923285,2
-0.217131075,0.526536684,-0.477410706,-0.649826885,2
0.012828644,0.479827035,-0.268645753,-1.836359784,0
0.793818467,-0.297376079,-0.246383403,0.986376506,0
-1.542803218,-0.16063112,-0.484173951,-0.96624632,2
0.491505647,-0.009288562,0.306981073,1.813407699,0
0.278348635,-0.509213363,-0.84635972,-0.584907653,2
0.359475798,2.349075787,-0.716043436,-0.416625306,1
0.395798849,0.263550812,1.284095794,-2.426392071,0
-0.495878172,1.097300188,-1.565648032,-3.00763234,2
0.243657224,-1.090208407,-0.985539601,-0.96974372,2
-0.626315276,0.494063919,-2.854626663,-0.856851865,1
-0.256340678,-0.538047758,0.79784378,-1.859336772,0
0.558336423,1.856647437,-0.481765971,0.324458604,1
-2.391956204,0.844774376,-0.005560294,1.17851269,0
0.51990214,1.868817841,0.419705608,0.276581506,1
-1.570881457,1.355572936,-0.61085764,0.504483256,0
-1.179459665,1.435087399,-0.347302289,1.453275476,1
-1.841897773,0.8920676,-0.589892318,0.698688814,2
-1.543118228,0.164294765,2.196223142,0.492986459,0
1.075343402,0.210668465,0.20953423,-1.091625172,2
1.035443416,-0.836062152,1.424495821,-0.091706024,0
0.997632077,-0.286794236,0.759514887,-0.291758632,0
0.493560204,0.290897058,-1.99553178,-1.12124374,2
-0.132136589,-0.523731303,-1.358574015,-1.079736321,0
-0.101280719,-0.598437581,-0.966587891,-0.068123425,2
2.093197932,-1.51188342,1.159381043,0.973101561,0
0.203235955,-0.457633249,0.18568858,1.509131013,2
0.508608373,-0.43030932,-1.484056665,-0.208468211,2
-1.527167857,-1.055089368,0.126267736,-0.984654785,0
-0.423598582,-1.365617404,-0.974121846,0.703427917,2
-1.597872134,-0.63002498,0.731955503,-0.196921808,0
0.044358798,-1.745707433,0.494705654,0.383435031,2
1.005924512,-1.127496099,1.127908993,0.154493666,0
-0.019873635,-0.107264766,1.220282896,-1.076679127,0
1.036302892,-0.595534935,0.900533077,1.699435983,0
0.681362327,-1.153692281,0.754733298,0.199423986,2
-0.645572072,-1.661083416,0.503252065,-2.063403152,2
0.941181866,0.191897736,1.948342645,1.025109153,0
0.02731338,-0.047370703,-1.582176763,-0.940398916,2
-2.036220503,0.047493468,-0.249071845,-1.672893901,2
0.715872745,0.227034479,-0.324068175,0.591442152,2
0.30740357,-0.82461225,0.276600766,1.195480651,0
2.097939339,-0.525630934,0.032407013,-0.672485596,2
-1.742221693,-0.546041799,-1.0921212,0.135338348,2
0.646006187,-2.371659361,2.042069653,0.295279941,0
0.157127919,0.176189823,-0.666848717,0.197916667,2
-0.404361993,-0.686279136,-1.43267129,0.14583647,2
0.514883596,0.819925253,0.32434021,-0.532725498,2
-1.35751754,-0.900671383,-0.964200071,1.080056059,2
0.487305237,1.071929865,-0.879282782,0.34859512,1
0.846882104,-0.115224233,-0.384942888,0.540908519,2
-0.668345195,-0.061075671,-1.058440634,-2.498061017,2
0.608905356,0.262066809,-1.949561718,-0.35084943,1
1.369701108,-1.086054582,1.255403609,0.945869644,0
-1.132784951,0.350370216,-0.844324037,0.102484642,2
-1.781158414,-2.230468019,0.226684248,-0.561557746,2
0.695863839,1.173442277,-0.272544721,-0.340598707,1
-1.35693557,0.223153055,0.551885972,0.680230208,0
-0.76135527,-0.878263253,0.099886954,0.48074458,2
-0.49496548,-0.497572498,1.149672019,0.296576939,2
0.288728003,-1.157116619,-1.333128355,-1.551512249,2
1.188596823,1.849362141,0.843105332,1.162838578,0
-1.156415817,0.850079332,0.417680752,0.107444374,0
0.323185482,1.28381686,1.294985585,0.544220352,0
0.514062552,-0.461169732,0.756564675,-1.394495069,2
-1.19452294,0.285803287,-0.845153958,0.553388983,2
-1.594755958,0.420699631,-0.577920777,0.881146721,2
0.395420985,-0.957568955,-0.589332231,-0.458638636,2
1.677377088,-0.805171752,1.076848145,-2.169677418,0
-0.958778456,-1.352508689,-1.58358839,0.412998912,2
0.379405398,0.690472686,0.265616993,0.657763176,0
-1.186993388,1.057814181,-0.589112133,-0.935596299,1
-0.912810919,-0.417430382,0.344053922,0.348341739,0
-0.487705373,1.074333005,0.496400118,2.075065039,2
1.144293069,-1.38786855,0.763860352,-0.053106802,0
0.168015341,0.945211535,0.500831591,-0.878473801,2
-0.637587542,0.216683119,-0.303350067,-0.218866252,2
-1.04019372,1.945195074,-1.821086069,-0.597667683,1
0.584314166,-0.100475721,-0.057390703,0.410550085,2
1.393181258,0.839349114,0.872824351,-0.966156723,0
-0.300465949,-1.005601376,0.360164184,-0.537645758,2
-1.070191563,1.719040613,-0.896332659,0.219302337,1
-0.57064043,0.852468643,-1.229183598,1.452117699,2
-0.596411408,-0.299181772,0.808919269,-0.584455292,0
-0.221536598,-1.176962113,1.820543908,-0.566394591,0
0.209470084,-0.98453405,-0.005954709,0.784002779,2
1.193112946,1.021515393,0.918914855,-0.459656772,0
-0.613587605,0.196240941,0.545786714,-2.171571405,0
0.158089225,-0.277544256,1.291273839,0.421780074,2
-0.21596052,0.937477493,1.635066395,1.311693449,0
-0.253676078,-0.345164705,0.489254535,0.686353555,0
0.067838514,-2.019927332,1.441945006,-0.512374241,0
-0.309649714,1.146027575,-2.837506441,-0.016610342,1
-0.453636388,1.726226546,-0.887329459,0.771796177,1
1.261519253,-0.667189085,-0.732968899,1.096069907,2
-1.544937347,-0.539305014,0.386382654,0.837764222,0
-2.91425599,0.523223186,-1.22032069,-2.017338798,0
0.81398086,0.12861745,-0.225656381,1.389024363,2
1.616300043,-1.392735472,-0.034550624,-1.616713375,2
-0.248615854,0.626613637,0.045563881,0.623407138,2
2.154928677,-0.315296655,-0.941022701,0.246083615,2
1.481960768,-0.283218039,-0.565576368,-0.471315721,2
-0.157746983,-0.64166682,1.665351918,-0.856169841,0
0.652306152,-1.63133511,0.480260501,-1.055107675,2
-0.962651012,0.692769032,1.105833066,0.861436526,0
-0.231300943,-0.576419576,1.471034691,-0.69949522,0
0.665368935,-0.796136803,-0.950063497,-1.443604262,2
-0.082715024,0.243091728,0.951306244,0.526897924,0
-0.198195676,0.510157469,1.272570163,0.126314199,0
-0.992866001,-1.445205264,0.666269672,0.577978524,2
-0.128659446,1.406934746,-0.484118495,0.955269237,1
-0.608350765,0.592530307,0.409636119,0.356972759,0
-0.037893082,2.388371993,1.184256645,0.722826895,0
1.007157201,0.517994776,0.026204753,-0.303564325,0
-3.170425736,0.210600839,-0.48847608,1.592669998,2
-1.18896342,-0.049880154,-1.046121085,0.473407416,2
0.957839631,-0.790881792,0.034008096,-1.365021795,2
0.51887118,0.495805021,0.001619031,0.414772891,2
-0.285094257,0.138645184,-1.086126299,-0.868260962,2
1.103933547,-0.256280824,-0.235916529,-0.406885245,2
0.294971456,-1.497257645,1.280939577,-0.665422298,2
-1.269998597,0.668840131,0.671944608,0.384202072,0
0.24954819,-1.183056185,-0.252763255,1.029413101,2
0.015182943,-0.974806576,0.645587712,0.019381238,0
0.782629826,-0.024232834,1.202451248,-1.095270519,0
0.279083858,0.291563677,-1.690671628,-0.978499546,2
-0.305610614,0.730958976,-0.650659827,-2.090302899,2
-0.26560456,-0.399878239,-0.114640836,0.264268272,2
-1.264006168,0.486184792,-1.949371755,-2.050357457,2
0.507020272,-0.057395365,-1.395448505,-0.707910941,2
-1.595893969,-0.739028658,0.652330338,1.427305364,0
0.756488354,-1.914060071,0.659451241,-0.803948415,2
-0.247752418,1.32041401,-0.874435648,0.627606298,1
-0.158305478,-0.183853893,-0.845673104,-0.014098966,2
0.241240248,0.084505146,0.79799455,0.923508616,0
0.868772501,-1.186336427,0.587855888,0.619738785,0
0.092979247,-0.468496113,-0.758765258,1.350852331,2
-0.806376929,0.07569494,0.685589746,-0.141648586,2
0.530975662,-2.17821132,-0.529466964,-0.561842099,2
-2.624817056,2.549009709,0.531026095,0.148876804,1
2.343654053,0.870746645,0.948813096,0.130690024,0
-0.475795444,-0.826111992,-0.6870141,-1.350555964,2
-1.684667577,0.190916524,-0.036330608,0.146935298,0
3.07686037,1.3601159,-1.2445425,0.232868087,1
-1.014479727,-1.340072071,0.432216691,-0.681380235,2
0.993782215,1.373914385,-0.852386766,0.475365611,1
-0.474178175,-0.771771957,1.609520666,0.227495876,0
-0.822076012,-1.219284467,-0.569449774,-0.124021387,2
-0.009844809,-1.688505188,-1.120047422,0.670911248,2
-0.391876765,-1.017764309,-1.027403552,-0.373268246,2
0.928245691,-0.496531735,-1.153492426,0.267843638,2
-0.518252639,1.32527609,0.827115429,0.157974312,0
0.211396567,1.062657291,-0.375633666,1.35111409,2
1.663732832,0.305243127,0.5873917,1.414187288,2
-0.501234108,-0.448542837,0.238554954,-1.290561422,0
1.096547118,-2.191253851,1.534482102,1.122374219,0
0.543390828,0.003147727,1.229990368,0.982683143,0
0.587262413,-0.205627854,0.082832571,-0.728171901,2
1.04006182,-0.739771164,-1.334610607,-0.385672631,2
0.240205844,1.253132825,0.789919722,0.969569026,0
-1.38929873,-0.195698531,1.06008974,-0.051522929,0
-0.318748315,-1.029811849,-0.123344064,0.309047443,2
-0.235711245,-0.939463242,1.119244918,-0.294455758,2
1.528747851,-0.081045965,-1.008448733,-2.085897878,0
-1.373834825,1.378469627,0.115824587,0.389604524,0
-1.197966429,0.887079776,0.286774112,-0.147205279,2
